loan_id,age,annual_income,loan_amount,loan_term_months,loan_purpose,credit_score,employment_years,debt_to_income_ratio,num_open_accounts,delinquencies_2yr,risk_rating,probability_of_default,loss_given_default,expected_loss,var_95,var_99,defaulted
LN00857,50,65185.61,108991.41,60,Personal,710,8.5,1.672,9,0,A,0.0226,0.45,1110.69,8719.31,16348.71,0
LN00858,33,221904.16,77059.37,12,Auto,726,16.2,0.347,7,0,AA,0.0267,0.45,925.22,6164.75,11558.91,0
LN00859,30,114055.78,52442.4,24,Personal,571,17.7,0.46,5,0,B,0.2049,0.45,4834.94,4195.39,7866.36,0
LN00860,71,251658.22,380154.56,24,Education,659,2.1,1.511,5,0,BBB,0.0738,0.45,12625.93,30412.36,57023.18,0
LN00861,55,78015.81,203714.3,24,Education,691,0.3,2.611,5,0,BBB,0.1172,0.45,10745.6,16297.14,30557.14,0
LN00862,30,45133.83,90563.55,60,Business,656,30.4,2.007,11,0,BBB,0.0736,0.45,3001.4,7245.08,13584.53,0
LN00863,42,97481.0,261386.19,60,Debt Consolidation,681,4.7,2.681,3,0,BBB,0.0747,0.45,8791.4,20910.9,39207.93,0
LN00864,42,111184.36,302625.48,60,Auto,710,13.6,2.722,10,0,BBB,0.0515,0.45,7012.61,24210.04,45393.82,0
LN00865,36,95235.99,108623.47,36,Home,719,0.6,1.141,4,0,A,0.0683,0.45,3337.86,8689.88,16293.52,0
LN00866,52,64537.34,151142.63,60,Education,791,18.0,2.342,11,0,A,0.0257,0.45,1747.48,12091.41,22671.39,0
LN00867,55,37328.33,12092.81,24,Auto,783,24.4,0.324,3,0,AAA,0.0227,0.45,123.39,967.42,1813.92,0
LN00868,49,60166.98,52035.8,60,Business,768,18.5,0.865,11,1,A,0.0518,0.45,1211.79,4162.86,7805.37,0
LN00869,58,74518.55,86948.28,72,Personal,695,5.3,1.167,3,0,A,0.0483,0.45,1891.31,6955.86,13042.24,0
LN00870,25,45189.46,124245.05,24,Education,711,7.1,2.749,11,0,BBB,0.0568,0.45,3175.37,9939.6,18636.76,1
LN00871,42,94039.11,57725.64,48,Auto,753,7.6,0.614,6,0,AAA,0.0228,0.45,591.54,4618.05,8658.85,0
LN00872,33,90267.59,75321.46,60,Auto,772,12.2,0.834,3,1,A,0.0503,0.45,1705.48,6025.72,11298.22,0
LN00873,21,41666.39,22033.88,60,Debt Consolidation,747,2.2,0.529,9,2,BBB,0.1062,0.45,1053.11,1762.71,3305.08,1
LN00874,67,35504.89,35346.2,12,Personal,599,0.8,0.996,2,0,B,0.1679,0.45,2670.06,2827.7,5301.93,0
LN00875,67,121131.8,107173.44,12,Personal,728,0.4,0.885,6,0,AA,0.068,0.45,3281.9,8573.88,16076.02,0
LN00876,73,60930.06,88012.89,12,Personal,716,0.4,1.444,2,1,A,0.097,0.45,3840.64,7041.03,13201.93,0
LN00877,60,115563.18,170779.82,36,Home,624,2.3,1.478,2,0,BB,0.0725,0.45,5573.02,13662.39,25616.97,0
LN00878,60,81571.52,152163.35,12,Business,626,11.2,1.865,9,0,BB,0.0747,0.45,5115.95,12173.07,22824.5,0
LN00879,26,133671.21,72545.25,24,Business,663,1.0,0.543,5,0,BBB,0.0449,0.45,1466.75,5803.62,10881.79,0
LN00880,36,96746.14,225320.59,36,Personal,748,16.3,2.329,3,2,BBB,0.1089,0.45,11044.03,18025.65,33798.09,0
LN00881,35,124916.73,342080.25,12,Personal,599,28.7,2.738,4,0,B,0.1595,0.45,24558.13,27366.42,51312.04,0
LN00882,53,54060.28,84099.3,60,Personal,835,11.2,1.556,2,2,BBB,0.1087,0.45,4115.18,6727.94,12614.9,0
LN00883,51,51951.57,87398.07,36,Education,829,4.1,1.682,11,0,AA,0.0271,0.45,1065.6,6991.85,13109.71,0
LN00884,61,97225.62,260362.32,48,Debt Consolidation,716,1.4,2.678,8,0,BBB,0.0595,0.45,6974.14,20828.99,39054.35,0
LN00885,66,89933.52,145068.97,24,Personal,740,2.9,1.613,9,0,AA,0.0295,0.45,1927.03,11605.52,21760.35,0
LN00886,61,70056.6,33736.95,48,Education,737,0.7,0.482,3,0,AA,0.0641,0.45,973.04,2698.96,5060.54,0
LN00887,34,47677.4,101071.86,36,Education,704,9.4,2.12,7,0,A,0.0228,0.45,1036.18,8085.75,15160.78,1
LN00888,34,83074.66,157227.19,72,Auto,838,0.8,1.893,10,0,AA,0.066,0.45,4670.66,12578.18,23584.08,0
LN00889,58,235296.33,339249.59,36,Auto,748,1.1,1.442,3,2,BBB,0.1094,0.45,16693.83,27139.97,50887.44,0
LN00890,73,49834.13,41654.48,48,Education,678,8.1,0.836,6,0,BBB,0.048,0.45,898.93,3332.36,6248.17,1
LN00891,58,46228.31,24759.07,72,Auto,732,1.8,0.536,6,1,A,0.0588,0.45,654.81,1980.73,3713.86,0
LN00892,36,114841.09,170578.07,72,Education,589,4.0,1.485,11,0,B,0.1283,0.45,9848.55,13646.25,25586.71,0
LN00893,57,42898.25,28225.99,24,Debt Consolidation,840,1.4,0.658,8,0,AAA,0.0258,0.45,328.3,2258.08,4233.9,1
LN00894,23,64717.4,133620.81,60,Business,623,8.0,2.065,8,2,BB,0.1546,0.45,9296.62,10689.66,20043.12,1
LN00895,24,23805.29,50071.46,12,Education,686,0.4,2.103,8,1,A,0.1176,0.45,2648.66,4005.72,7510.72,0
LN00896,55,45466.43,120530.24,24,Business,607,6.3,2.651,2,0,BB,0.1526,0.45,8279.25,9642.42,18079.54,0
LN00897,51,54507.71,25881.82,36,Auto,761,3.5,0.475,8,0,AAA,0.0288,0.45,335.97,2070.55,3882.27,0
LN00898,33,174827.22,291549.61,60,Personal,767,7.0,1.668,9,1,A,0.0504,0.45,6612.38,23323.97,43732.44,1
LN00899,23,114076.09,47821.57,72,Debt Consolidation,850,19.2,0.419,4,0,AAA,0.0275,0.45,592.02,3825.73,7173.24,0
LN00900,71,62148.05,124255.45,72,Education,780,6.6,1.999,5,0,AA,0.0228,0.45,1273.93,9940.44,18638.32,0
LN00901,45,129012.11,38873.51,48,Auto,800,1.8,0.301,5,0,AAA,0.0251,0.45,438.4,3109.88,5831.03,0
LN00902,30,53482.99,73855.12,24,Personal,676,21.5,1.381,7,2,BBB,0.12,0.45,3988.73,5908.41,11078.27,0
LN00903,51,41178.45,80035.18,36,Business,664,0.4,1.944,7,0,BBB,0.0886,0.45,3192.2,6402.81,12005.28,0
LN00904,66,113867.95,275845.53,36,Auto,734,10.5,2.423,7,0,A,0.025,0.45,3104.64,22067.64,41376.83,0
LN00905,40,62523.0,107769.28,24,Debt Consolidation,646,3.7,1.724,9,0,BBB,0.0728,0.45,3530.87,8621.54,16165.39,0
LN00906,39,59843.27,59321.51,24,Education,679,7.0,0.991,11,0,BBB,0.0422,0.45,1127.33,4745.72,8898.23,0
LN00907,56,202555.45,291100.81,72,Personal,781,14.4,1.437,2,0,AAA,0.0239,0.45,3133.25,23288.06,43665.12,0
LN00908,69,52878.57,109717.58,48,Education,648,0.6,2.075,2,0,BBB,0.115,0.45,5680.2,8777.41,16457.64,0
LN00909,37,18389.59,5922.83,24,Personal,666,26.5,0.322,11,0,BBB,0.042,0.45,112.01,473.83,888.42,0
LN00910,27,74158.94,126160.78,72,Home,830,2.8,1.701,8,0,AA,0.0238,0.45,1349.8,10092.86,18924.12,0
LN00911,62,41970.39,116694.04,36,Debt Consolidation,614,3.5,2.78,2,0,BB,0.1565,0.45,8218.43,9335.52,17504.11,0
LN00912,74,187557.99,509333.43,24,Home,619,6.8,2.716,6,0,BB,0.1589,0.45,36427.49,40746.67,76400.01,0
LN00913,66,40112.6,44036.73,48,Auto,672,18.7,1.098,8,0,BBB,0.0406,0.45,804.21,3522.94,6605.51,0
LN00914,26,83145.54,176886.15,24,Education,710,3.0,2.127,4,0,A,0.0226,0.45,1795.03,14150.89,26532.92,0
LN00915,50,54454.7,54489.11,36,Personal,636,12.4,1.001,8,0,BB,0.0705,0.45,1729.04,4359.13,8173.37,0
LN00916,28,37308.74,21907.28,48,Education,812,3.8,0.587,5,0,AAA,0.0208,0.45,205.41,1752.58,3286.09,0
LN00917,71,89089.53,114896.85,24,Education,586,10.7,1.29,6,0,B,0.1241,0.45,6414.3,9191.75,17234.53,0
LN00918,62,37661.73,74068.31,24,Auto,691,17.6,1.967,7,0,A,0.0453,0.45,1510.86,5925.46,11110.25,0
LN00919,66,131258.02,242568.51,36,Auto,702,0.5,1.848,6,0,A,0.0619,0.45,6753.58,19405.48,36385.28,0
LN00920,48,95066.32,211206.19,36,Business,632,3.3,2.222,7,0,BB,0.0789,0.45,7500.8,16896.5,31680.93,1
LN00921,54,39281.92,28927.07,36,Auto,679,17.5,0.736,8,0,BBB,0.0447,0.45,582.32,2314.17,4339.06,0
LN00922,44,164802.01,387978.81,60,Personal,535,22.5,2.354,6,0,CCC,0.2046,0.45,35714.18,31038.3,58196.82,0
LN00923,21,87942.3,85133.46,72,Auto,518,4.4,0.968,7,0,CCC,0.2082,0.45,7974.95,6810.68,12770.02,0
LN00924,58,134743.13,134518.62,72,Business,750,7.3,0.998,9,0,AAA,0.0227,0.45,1373.52,10761.49,20177.79,0
LN00925,36,67655.35,94729.97,72,Debt Consolidation,681,9.0,1.4,8,0,A,0.0484,0.45,2063.73,7578.4,14209.5,0
LN00926,62,109929.64,264659.09,72,Debt Consolidation,656,1.8,2.408,10,0,BBB,0.0705,0.45,8397.04,21172.73,39698.86,0
LN00927,59,69621.98,91552.0,36,Auto,680,0.1,1.315,10,0,A,0.0863,0.45,3554.98,7324.16,13732.8,0
LN00928,50,124956.09,170456.86,36,Auto,702,5.5,1.364,4,0,A,0.0224,0.45,1719.56,13636.55,25568.53,0
LN00929,28,186617.24,507302.25,24,Home,787,2.3,2.718,3,1,BBB,0.0886,0.45,20232.16,40584.18,76095.34,0
LN00930,62,41785.45,60841.53,72,Business,603,11.6,1.456,7,0,BB,0.125,0.45,3422.34,4867.32,9126.23,0
LN00931,27,155219.55,267623.17,60,Business,804,19.8,1.724,6,0,AA,0.0224,0.45,2702.62,21409.85,40143.48,0
LN00932,72,77994.17,211293.77,36,Auto,682,2.1,2.709,8,0,BBB,0.0727,0.45,6911.04,16903.5,31694.07,1
LN00933,61,237235.09,91207.19,72,Debt Consolidation,729,12.2,0.384,6,0,AA,0.0258,0.45,1058.87,7296.58,13681.08,0
LN00934,24,88120.18,201510.21,72,Business,744,18.6,2.287,3,0,A,0.0235,0.45,2131.3,16120.82,30226.53,0
LN00935,28,49065.21,106915.81,24,Business,850,17.5,2.179,10,0,A,0.0288,0.45,1387.11,8553.26,16037.37,1
LN00936,23,66966.33,45823.81,72,Debt Consolidation,769,2.3,0.684,10,1,A,0.0574,0.45,1183.78,3665.9,6873.57,0
LN00937,58,42450.48,91152.99,48,Education,631,11.1,2.147,2,0,BB,0.0706,0.45,2897.64,7292.24,13672.95,0
LN00938,51,77890.66,60120.17,48,Personal,593,13.5,0.772,4,0,B,0.1276,0.45,3450.9,4809.61,9018.03,0
LN00939,50,52906.42,94407.51,24,Personal,674,14.7,1.784,7,0,BBB,0.042,0.45,1783.95,7552.6,14161.13,0
LN00940,72,72199.99,173193.38,12,Home,690,1.8,2.399,9,0,A,0.0406,0.45,3166.26,13855.47,25979.01,0
LN00941,67,109262.96,170980.97,48,Debt Consolidation,653,7.9,1.565,11,0,BBB,0.0756,0.45,5816.38,13678.48,25647.15,0
LN00942,46,95685.7,39107.12,72,Auto,728,18.0,0.409,4,0,AA,0.0283,0.45,498.24,3128.57,5866.07,0
LN00943,25,161109.42,277730.84,24,Education,808,23.1,1.724,10,0,AA,0.0217,0.45,2706.49,22218.47,41659.63,0
LN00944,49,46053.85,18135.44,12,Home,662,11.5,0.394,8,0,BBB,0.0443,0.45,361.63,1450.84,2720.32,0
LN00945,72,76379.84,190768.84,48,Business,723,1.7,2.498,5,2,BBB,0.1066,0.45,9154.65,15261.51,28615.33,0
LN00946,42,92783.78,83052.37,36,Home,670,9.7,0.895,11,0,BBB,0.0472,0.45,1763.34,6644.19,12457.86,0
LN00947,33,78777.37,136953.32,48,Home,799,6.0,1.738,10,2,BBB,0.1092,0.45,6731.72,10956.27,20543.0,1
LN00948,48,83068.88,190871.42,36,Debt Consolidation,743,2.0,2.298,6,0,A,0.0278,0.45,2389.86,15269.71,28630.71,0
LN00949,56,136503.36,279004.81,12,Auto,674,0.1,2.044,5,1,BBB,0.1116,0.45,14014.4,22320.38,41850.72,0
LN00950,50,88579.31,247070.37,48,Business,649,0.0,2.789,9,0,BBB,0.1421,0.45,15797.22,19765.63,37060.56,0
LN00951,36,78183.77,214780.58,72,Auto,677,2.2,2.747,5,1,BBB,0.1003,0.45,9692.39,17182.45,32217.09,0
LN00952,46,48644.15,98359.75,48,Home,729,3.2,2.022,7,0,A,0.0221,0.45,978.91,7868.78,14753.96,0
LN00953,63,113582.6,67028.39,12,Business,580,0.7,0.59,10,0,B,0.1661,0.45,5009.68,5362.27,10054.26,0
LN00954,68,58179.54,20320.8,60,Auto,781,9.3,0.349,7,2,BBB,0.108,0.45,987.31,1625.66,3048.12,0
LN00955,74,94260.28,202226.21,24,Education,775,6.0,2.145,6,0,A,0.0292,0.45,2652.93,16178.1,30333.93,0
LN00956,74,158139.71,174116.96,60,Auto,850,2.7,1.101,10,0,AAA,0.0277,0.45,2171.34,13929.36,26117.54,0
LN00957,35,63553.82,92538.12,36,Debt Consolidation,719,2.9,1.456,11,0,A,0.0247,0.45,1030.17,7403.05,13880.72,0
LN00958,65,77564.97,57624.63,48,Debt Consolidation,643,7.2,0.743,5,2,BBB,0.1553,0.45,4025.87,4609.97,8643.69,0
LN00959,46,205624.89,210962.55,24,Debt Consolidation,727,5.9,1.026,8,0,AA,0.0221,0.45,2099.11,16877.0,31644.38,0
LN00960,50,74218.0,45920.22,60,Home,789,4.0,0.619,2,0,AAA,0.028,0.45,579.01,3673.62,6888.03,0
LN00961,74,76481.31,53219.48,36,Business,656,1.1,0.696,3,0,BBB,0.0716,0.45,1714.43,4257.56,7982.92,0
LN00962,48,128155.43,338619.3,12,Business,715,4.6,2.642,10,1,BBB,0.081,0.45,12336.23,27089.54,50792.9,0
LN00963,55,37139.44,92223.28,12,Personal,698,2.8,2.483,4,0,A,0.0454,0.45,1882.84,7377.86,13833.49,0
LN00964,65,132470.43,164835.49,72,Debt Consolidation,570,6.1,1.244,6,1,B,0.2393,0.45,17749.44,13186.84,24725.32,0
LN00965,64,130321.76,52900.47,36,Home,591,12.4,0.406,3,0,B,0.1288,0.45,3066.84,4232.04,7935.07,0
LN00966,43,73793.37,98197.73,60,Business,761,9.0,1.331,3,0,AAA,0.028,0.45,1235.25,7855.82,14729.66,0
LN00967,74,31316.84,22067.07,24,Business,689,0.1,0.705,8,0,A,0.0887,0.45,881.02,1765.37,3310.06,0
LN00968,53,178996.17,294474.2,48,Home,649,2.3,1.645,11,0,BBB,0.0711,0.45,9428.32,23557.94,44171.13,0
LN00969,31,38465.13,86117.21,60,Education,722,10.7,2.239,8,0,A,0.0292,0.45,1131.35,6889.38,12917.58,0
LN00970,21,55906.53,103193.98,72,Debt Consolidation,560,1.8,1.846,7,0,B,0.2042,0.45,9483.76,8255.52,15479.1,1
LN00971,30,67391.59,112985.59,48,Personal,850,2.3,1.677,7,2,BBB,0.1015,0.45,5159.02,9038.85,16947.84,0
LN00972,39,107070.29,206328.05,36,Business,730,12.0,1.927,10,0,AA,0.0279,0.45,2589.13,16506.24,30949.21,0
LN00973,49,107491.96,290217.85,60,Personal,836,1.2,2.7,2,0,BBB,0.0563,0.45,7347.58,23217.43,43532.68,0
LN00974,38,128075.7,60652.4,36,Auto,502,6.4,0.474,4,0,CCC,0.206,0.45,5623.2,4852.19,9097.86,0
LN00975,35,166389.06,141507.25,24,Home,764,7.1,0.85,8,0,AAA,0.0274,0.45,1745.63,11320.58,21226.09,0
LN00976,61,37568.53,36633.12,36,Auto,722,2.3,0.975,7,0,AA,0.0268,0.45,442.16,2930.65,5494.97,0
LN00977,67,57483.26,136629.0,48,Debt Consolidation,456,0.6,2.377,4,1,CCC,0.2736,0.45,16821.17,10930.32,20494.35,0
LN00978,58,175009.11,98066.96,48,Personal,794,33.8,0.56,3,0,AAA,0.0258,0.45,1140.26,7845.36,14710.04,0
LN00979,69,42250.61,75385.95,36,Debt Consolidation,790,11.4,1.784,3,2,BBB,0.1086,0.45,3684.57,6030.88,11307.89,0
LN00980,46,43526.4,96597.88,48,Business,608,8.7,2.219,7,0,BB,0.1282,0.45,5574.65,7727.83,14489.68,0
LN00981,30,131777.71,162527.72,36,Debt Consolidation,679,27.6,1.233,4,0,BBB,0.0449,0.45,3281.0,13002.22,24379.16,0
LN00982,50,132717.08,85714.8,24,Home,666,9.0,0.646,4,0,BBB,0.0451,0.45,1738.35,6857.18,12857.22,0
LN00983,58,85600.08,210910.63,36,Business,617,4.8,2.464,2,0,BB,0.1295,0.45,12291.42,16872.85,31636.59,0
LN00984,48,108177.27,209692.62,48,Home,705,2.1,1.938,4,0,A,0.0203,0.45,1916.91,16775.41,31453.89,0
LN00985,50,80132.1,63948.8,36,Debt Consolidation,588,11.7,0.798,10,0,B,0.1227,0.45,3529.93,5115.9,9592.32,1
LN00986,27,54741.57,151367.87,72,Personal,721,7.2,2.765,6,0,BBB,0.0521,0.45,3545.9,12109.43,22705.18,0
LN00987,38,145582.33,205432.8,12,Auto,657,9.9,1.411,2,2,BBB,0.1501,0.45,13876.43,16434.62,30814.92,0
LN00988,47,135140.18,81109.29,36,Personal,795,5.9,0.6,5,0,AAA,0.0242,0.45,885.05,6488.74,12166.39,0
LN00989,28,96384.2,29577.28,72,Business,832,11.4,0.307,2,0,AAA,0.0293,0.45,390.62,2366.18,4436.59,0
LN00990,59,104196.74,181107.98,48,Auto,585,6.6,1.738,2,0,B,0.1262,0.45,10285.12,14488.64,27166.2,0
LN00991,61,49139.7,134128.04,72,Business,606,5.4,2.73,11,0,BB,0.1573,0.45,9493.82,10730.24,20119.21,0
LN00992,45,112905.42,129269.77,60,Auto,663,0.6,1.145,11,0,BBB,0.0865,0.45,5029.18,10341.58,19390.47,0
LN00993,71,62992.37,74524.84,12,Auto,728,2.0,1.183,11,0,AA,0.0231,0.45,775.63,5961.99,11178.73,0
LN00994,68,48551.16,23991.07,60,Debt Consolidation,625,0.0,0.494,11,0,BB,0.1162,0.45,1254.6,1919.29,3598.66,1
LN00995,51,83584.58,56299.84,24,Personal,742,5.1,0.674,2,0,AA,0.0222,0.45,563.37,4503.99,8444.98,0
LN00996,74,69576.67,78536.63,48,Personal,794,41.6,1.129,9,0,AAA,0.0227,0.45,802.52,6282.93,11780.49,0
LN00997,27,46866.69,108131.57,12,Personal,660,11.1,2.307,4,0,BBB,0.0444,0.45,2162.22,8650.53,16219.74,0
LN00998,33,130829.08,94586.25,24,Debt Consolidation,707,2.1,0.723,3,0,A,0.0292,0.45,1241.24,7566.9,14187.94,0
LN00999,63,32156.14,60469.03,36,Personal,624,5.2,1.88,5,0,BB,0.0709,0.45,1928.56,4837.52,9070.35,0
LN01000,28,77202.95,57660.23,24,Home,771,2.0,0.747,3,0,AAA,0.028,0.45,725.89,4612.82,8649.03,0
LN01001,34,38344.33,41075.24,48,Home,631,7.7,1.071,9,0,BB,0.0763,0.45,1409.45,3286.02,6161.29,0
LN01002,22,62085.89,114456.58,72,Home,764,5.1,1.844,5,0,AA,0.0201,0.45,1034.74,9156.53,17168.49,0
LN01003,73,64696.41,135561.33,24,Debt Consolidation,628,1.7,2.095,3,0,BB,0.0745,0.45,4547.32,10844.91,20334.2,1
LN01004,33,75524.5,200859.17,12,Education,850,18.6,2.66,11,0,BBB,0.0578,0.45,5219.85,16068.73,30128.88,0
LN01005,38,58273.03,67010.77,24,Business,815,5.0,1.15,2,0,AAA,0.028,0.45,844.5,5360.86,10051.62,0
LN01006,28,94940.88,252710.68,36,Education,666,10.8,2.662,10,0,BBB,0.0732,0.45,8321.51,20216.85,37906.6,0
LN01007,73,74649.67,55672.67,12,Auto,609,21.0,0.746,5,0,BB,0.1248,0.45,3127.24,4453.81,8350.9,0
LN01008,72,32917.3,86599.64,60,Education,684,12.1,2.631,6,0,BBB,0.0703,0.45,2740.16,6927.97,12989.95,0
LN01009,62,89333.66,225446.33,48,Personal,677,10.4,2.524,6,0,BBB,0.0777,0.45,7883.64,18035.71,33816.95,0
LN01010,45,40685.23,56608.13,12,Business,797,15.1,1.391,6,2,BBB,0.1002,0.45,2551.28,4528.65,8491.22,0
LN01011,35,24877.52,54559.89,48,Debt Consolidation,850,13.0,2.193,5,0,A,0.0214,0.45,524.93,4364.79,8183.98,0
LN01012,27,46258.43,99722.68,12,Personal,786,2.5,2.156,4,2,BBB,0.1039,0.45,4661.57,7977.81,14958.4,0
LN01013,30,150441.97,369744.73,12,Business,808,1.1,2.458,5,0,A,0.0201,0.45,3346.71,29579.58,55461.71,0
LN01014,45,109921.26,59900.26,72,Home,740,8.8,0.545,6,0,AA,0.0235,0.45,632.99,4792.02,8985.04,0
LN01015,37,21101.32,54645.0,72,Personal,833,5.6,2.59,8,0,BBB,0.0555,0.45,1363.84,4371.6,8196.75,0
LN01016,29,114776.15,109601.71,48,Personal,725,1.7,0.955,5,0,AA,0.022,0.45,1086.74,8768.14,16440.26,0
LN01017,72,62302.76,56184.53,24,Education,850,20.3,0.902,4,1,A,0.0539,0.45,1363.82,4494.76,8427.68,0
LN01018,68,27532.96,21952.04,24,Business,780,2.6,0.797,4,0,AAA,0.0288,0.45,284.47,1756.16,3292.81,0
LN01019,65,50995.71,58908.28,48,Personal,815,0.3,1.155,9,0,AAA,0.0691,0.45,1832.23,4712.66,8836.24,0
LN01020,72,66888.11,62825.54,48,Education,783,12.3,0.939,6,0,AAA,0.0257,0.45,727.16,5026.04,9423.83,0
LN01021,62,46292.22,27385.11,12,Debt Consolidation,726,20.9,0.592,4,0,AA,0.0248,0.45,306.18,2190.81,4107.77,0
LN01022,23,30902.67,36243.68,48,Personal,735,2.7,1.173,3,1,A,0.0517,0.45,842.56,2899.49,5436.55,0
LN01023,38,54524.83,146921.02,72,Home,598,4.3,2.695,6,0,B,0.1531,0.45,10122.64,11753.68,22038.15,0
LN01024,24,54146.0,46720.71,72,Personal,660,7.7,0.863,11,0,BBB,0.0443,0.45,930.38,3737.66,7008.11,0
LN01025,32,37210.57,26287.72,72,Debt Consolidation,689,0.6,0.706,6,0,A,0.0858,0.45,1015.21,2103.02,3943.16,0
LN01026,52,60777.13,34756.75,12,Debt Consolidation,735,2.1,0.572,7,1,A,0.05,0.45,782.11,2780.54,5213.51,0
LN01027,46,45764.2,100274.84,24,Personal,770,7.7,2.191,7,1,A,0.0584,0.45,2635.61,8021.99,15041.23,0
LN01028,48,67546.22,157975.2,24,Personal,783,5.7,2.339,6,0,A,0.0212,0.45,1506.72,12638.02,23696.28,0
LN01029,51,60814.31,75672.87,12,Debt Consolidation,817,21.3,1.244,7,0,AAA,0.0218,0.45,741.15,6053.83,11350.93,0
LN01030,25,116533.81,284230.59,24,Education,705,11.2,2.439,9,0,A,0.0225,0.45,2873.68,22738.45,42634.59,0
LN01031,31,111010.46,297917.74,12,Debt Consolidation,650,3.4,2.684,6,0,BBB,0.1091,0.45,14625.92,23833.42,44687.66,0
LN01032,51,42308.95,81528.41,48,Personal,690,2.2,1.927,9,0,A,0.0491,0.45,1800.01,6522.27,12229.26,0
LN01033,21,34938.99,11685.2,36,Personal,648,23.0,0.334,3,0,BBB,0.0706,0.45,371.23,934.82,1752.78,0
LN01034,31,99879.59,240260.7,72,Home,618,6.6,2.406,5,0,BB,0.1246,0.45,13466.69,19220.86,36039.11,0
LN01035,60,100081.01,203440.35,12,Debt Consolidation,650,15.7,2.033,6,0,BBB,0.0768,0.45,7031.37,16275.23,30516.05,1
LN01036,28,60114.35,122601.17,12,Auto,611,18.5,2.039,6,0,BB,0.1268,0.45,6994.76,9808.09,18390.18,0
LN01037,57,62665.65,134292.24,12,Auto,667,7.3,2.143,7,0,BBB,0.0457,0.45,2762.69,10743.38,20143.84,0
LN01038,27,137325.32,206575.87,48,Personal,748,0.4,1.504,5,0,AA,0.0635,0.45,5899.92,16526.07,30986.38,0
LN01039,50,89875.36,37508.42,24,Auto,791,18.8,0.417,4,0,AAA,0.0285,0.45,481.78,3000.67,5626.26,0
LN01040,61,126987.27,316343.81,48,Personal,538,0.1,2.491,11,0,CCC,0.2413,0.45,34355.91,25307.5,47451.57,1
LN01041,63,142182.68,134884.67,60,Business,793,8.6,0.949,4,0,AAA,0.0293,0.45,1781.31,10790.77,20232.7,0
LN01042,42,99841.68,32536.08,60,Home,846,9.6,0.326,6,0,AAA,0.0208,0.45,304.92,2602.89,4880.41,0
LN01043,23,101857.87,156050.8,60,Home,797,32.4,1.532,7,0,AA,0.0216,0.45,1515.48,12484.06,23407.62,0
LN01044,69,47478.45,123498.39,24,Home,757,11.0,2.601,6,1,BBB,0.0884,0.45,4914.05,9879.87,18524.76,0
LN01045,53,60708.81,114552.91,72,Education,676,9.1,1.887,6,0,BBB,0.0443,0.45,2281.42,9164.23,17182.94,0
LN01046,32,55253.19,72932.95,48,Personal,771,6.7,1.32,7,2,BBB,0.1002,0.45,3286.93,5834.64,10939.94,1
LN01047,48,68663.25,34577.74,24,Home,708,0.4,0.504,9,0,A,0.069,0.45,1073.6,2766.22,5186.66,0
LN01048,36,69291.92,156091.74,48,Business,641,10.8,2.253,3,0,BBB,0.0709,0.45,4980.67,12487.34,23413.76,0
LN01049,39,26721.38,69380.8,36,Auto,671,1.6,2.596,5,0,BBB,0.0721,0.45,2251.99,5550.46,10407.12,0
LN01050,56,116457.54,53746.38,60,Personal,578,4.8,0.462,4,0,B,0.2096,0.45,5068.8,4299.71,8061.96,0
LN01051,72,84629.62,209927.57,48,Debt Consolidation,828,10.2,2.481,9,2,BBB,0.1068,0.45,10090.3,16794.21,31489.14,0
LN01052,73,77371.19,160470.46,24,Business,645,8.8,2.074,7,0,BBB,0.0782,0.45,5648.46,12837.64,24070.57,0
LN01053,53,86554.7,140034.98,60,Debt Consolidation,720,7.0,1.618,7,0,AA,0.0262,0.45,1649.09,11202.8,21005.25,0
LN01054,41,61632.17,83753.01,60,Personal,734,12.1,1.359,5,0,AA,0.0214,0.45,804.71,6700.24,12562.95,0
LN01055,21,123755.79,159211.88,60,Home,693,0.3,1.287,8,0,A,0.089,0.45,6374.17,12736.95,23881.78,0
LN01056,48,52249.27,123120.39,12,Auto,675,1.9,2.356,8,1,BBB,0.0775,0.45,4293.6,9849.63,18468.06,0
LN01057,29,144184.88,324092.76,72,Business,723,13.8,2.248,11,2,BBB,0.1079,0.45,15741.14,25927.42,48613.91,0
LN01058,58,47515.44,88202.88,72,Education,586,11.7,1.856,2,2,B,0.2015,0.45,7995.91,7056.23,13230.43,0
LN01059,52,54589.17,34886.72,36,Auto,671,1.5,0.639,9,0,BBB,0.0498,0.45,782.4,2790.94,5233.01,0
LN01060,61,144691.81,316201.45,36,Business,605,3.9,2.185,10,1,BB,0.1507,0.45,21436.84,25296.12,47430.22,1
LN01061,74,110329.0,238110.05,36,Auto,737,12.7,2.158,7,0,A,0.025,0.45,2673.77,19048.8,35716.51,0
LN01062,39,141653.5,80331.71,48,Home,598,0.1,0.567,2,0,B,0.1627,0.45,5881.98,6426.54,12049.76,0
LN01063,55,108577.24,171360.43,48,Debt Consolidation,848,6.9,1.578,10,0,AA,0.026,0.45,2003.27,13708.83,25704.06,0
LN01064,25,56000.54,72250.63,72,Education,557,4.9,1.29,2,0,B,0.2092,0.45,6801.59,5780.05,10837.59,0
LN01065,31,39383.36,79572.84,48,Business,646,22.2,2.02,10,0,BBB,0.078,0.45,2793.27,6365.83,11935.93,0
